district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,training_split,survey_weight,normalized_reference_weight,calibrated_reference_weight_gender_ur
Coimbatore,31,Urban,55,Female,2,2,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7757.0,Other Backward Class,train,2327852,0.9190334365960682,0.9494600865342782
Coimbatore,31,Urban,52,Female,2,1,2,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12067.0,Other Backward Class,train,10505180,4.147433633006,4.284743665773497
Coimbatore,31,Urban,53,Female,2,2,3,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,22477.0,Other Backward Class,train,10505180,4.147433633006,4.284743665773497
Coimbatore,31,Urban,54,Female,2,1,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,19779.0,Other Backward Class,train,10557819,4.168215452927963,4.306213514155215
Coimbatore,31,Urban,49,Female,2,2,2,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,8775.0,Other Backward Class,holdout,4760967,1.8796245910523834,1.9418537517878467
Coimbatore,31,Urban,55,Female,2,2,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11658.0,Scheduled Caste,train,2737117,1.0806108132628365,1.1163868423226408
Coimbatore,31,Urban,52,Female,2,2,3,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,18310.0,Other Backward Class,train,1934511,0.7637428378019292,0.789028246409786
Coimbatore,31,Urban,56,Female,1,8,3,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,15517.0,Other Backward Class,holdout,1475579,0.5825569835792781,0.6018438307195491
Coimbatore,31,Urban,52,Female,1,8,3,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,15517.0,Other Backward Class,validation,1475579,0.5825569835792781,0.6018438307195491
Coimbatore,31,Urban,45,Female,2,2,3,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,16831.0,Other Backward Class,holdout,1475579,0.5825569835792781,0.6018438307195491
Coimbatore,31,Urban,50,Female,2,2,3,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,9423.0,Scheduled Caste,train,1787489,0.7056987121808729,0.7290624406616358
Coimbatore,31,Urban,57,Female,2,7,5,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,9550.0,25264.0,Other Backward Class,train,2979651,1.1763629725544884,1.2153090902265042
Coimbatore,31,Urban,46,Female,2,2,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,25517.0,Other Backward Class,holdout,3040460,1.2003702995864347,1.2401112333189614
Coimbatore,31,Urban,46,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,6000.0,16710.0,Other Backward Class,train,4881914,1.9273743350464108,1.9911843574646944
Coimbatore,31,Urban,56,Female,2,2,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,18937.0,Scheduled Tribe,train,1770966,0.6991754497600331,0.7223232111015926
Coimbatore,31,Urban,51,Female,3,7,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,20413.0,Other Backward Class,train,781090,0.30837348207309695,0.3185828733918906
Coimbatore,31,Urban,45,Female,4,1,3,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,8150.0,11224.0,Scheduled Caste,holdout,21311152,8.413619620311417,8.692171247169131
Coimbatore,31,Urban,53,Female,2,2,2,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11573.0,Other Backward Class,validation,1354158,0.534620104901024,0.552319894847733
Coimbatore,31,Urban,45,Female,2,2,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,9600.0,13517.0,Other Backward Class,train,3658054,1.4441957387643174,1.4920090570135311
Coimbatore,31,Urban,49,Female,2,2,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,29382.0,Other Backward Class,train,942928,0.37226694837242974,0.3845916752764324
Coimbatore,31,Urban,49,Female,2,2,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,11372.0,Other Backward Class,validation,1831753,0.7231740912159182,0.7471163810626379
Coimbatore,31,Urban,59,Female,3,1,1,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,69850.0,17363.0,Other Backward Class,train,1831753,0.7231740912159182,0.7471163810626379
Coimbatore,31,Urban,46,Female,2,2,3,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,10080.0,5953.0,Scheduled Caste,train,1872607,0.7393032059614845,0.7637794860947754
Coimbatore,31,Urban,50,Female,3,1,2,Self-employed in non-agriculture,Literate,Below Primary,Employed,Employed,8760.0,4630.0,Scheduled Caste,train,1872607,0.7393032059614845,0.7637794860947754
Coimbatore,31,Urban,57,Female,3,1,2,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,13880.0,Scheduled Caste,train,5259871,2.076591347380331,2.145341531514521
Coimbatore,31,Urban,57,Female,2,2,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,93455.0,35500.0,Other Backward Class,validation,2324030,0.9175245151548983,0.947901208886243
Coimbatore,31,Urban,55,Female,2,7,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,22150.0,Other Backward Class,holdout,4053947,1.6004938643815503,1.6534817803818185
Coimbatore,31,Urban,54,Female,2,2,3,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,14827.0,Other Backward Class,train,4053947,1.6004938643815503,1.6534817803818185
Coimbatore,31,Urban,49,Female,2,2,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,20500.0,Other Backward Class,validation,1180644,0.4661169665066887,0.4815488074010617
Coimbatore,31,Urban,48,Female,2,2,5,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,41120.0,Other Backward Class,train,1379468,0.5446124653604718,0.5626430746676626
Coimbatore,31,Urban,31,Female,2,3,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,5053.0,Other Backward Class,validation,425593,0.1680236532997933,0.17358645077452647
Coimbatore,31,Urban,40,Female,2,2,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,10080.0,5942.0,Scheduled Caste,train,425593,0.1680236532997933,0.17358645077452647
Coimbatore,31,Urban,42,Female,2,2,5,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,13000.0,19186.0,Other Backward Class,train,1636404,0.6460505185808859,0.667439460689528
Coimbatore,31,Urban,41,Female,2,2,6,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,30432.0,Other Backward Class,train,1636404,0.6460505185808859,0.667439460689528
Coimbatore,31,Urban,32,Female,2,2,5,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,12387.0,Other Backward Class,train,3300246,1.3029335297056803,1.346070047728294
Coimbatore,31,Urban,25,Female,2,4,4,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,40150.0,20858.0,Other Backward Class,holdout,1069618,0.42228402251733066,0.43626467612142933
Coimbatore,31,Urban,43,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,15370.0,Other Backward Class,validation,380058,0.1500464848477603,0.15501410809967503
Coimbatore,31,Urban,25,Female,2,2,6,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,19167.0,Other Backward Class,holdout,380058,0.1500464848477603,0.15501410809967503
Coimbatore,31,Urban,35,Female,1,8,6,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,19167.0,Other Backward Class,holdout,380058,0.1500464848477603,0.15501410809967503
Coimbatore,31,Urban,38,Female,2,2,3,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,13100.0,12850.0,Other Backward Class,train,5268538,2.0800130695495143,2.1488765374212506
Coimbatore,31,Urban,37,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,7500.0,15618.0,Scheduled Caste,train,2015831,0.7958478853152557,0.8221962030655215
Coimbatore,31,Urban,42,Female,2,2,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,14558.0,Other Backward Class,train,2693470,1.0633790251564152,1.098584557470785
Coimbatore,31,Urban,28,Female,2,2,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13954.0,Other Backward Class,train,1599899,0.6316383843030454,0.6525501805897046
Coimbatore,31,Urban,37,Female,2,2,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,21043.0,Other Backward Class,train,4138404,1.6338373960814154,1.6879292240029877
Coimbatore,31,Urban,32,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,3000.0,16675.0,Other Backward Class,holdout,2213708,0.8739695095994973,0.9029042178117955
Coimbatore,31,Urban,42,Female,2,2,3,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,8000.0,19143.0,Other Backward Class,train,493320,0.19476219920406124,0.20121023582645722
Coimbatore,31,Urban,36,Female,2,2,5,Self-employed in non-agriculture,Literate,Below Primary,Employed,Employed,7100.0,12100.0,Scheduled Caste,train,829307,0.3274095012067672,0.33824912235979027
Coimbatore,31,Urban,28,Female,2,2,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14457.0,Scheduled Tribe,train,2927995,1.155969239962895,1.1942401776710607
Coimbatore,31,Urban,39,Female,3,1,1,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,5050.0,Scheduled Tribe,train,2927995,1.155969239962895,1.1942401776710607
Coimbatore,31,Urban,25,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,12144.0,Other Backward Class,train,7022427,2.772446538291531,2.86423455919906
Coimbatore,31,Urban,37,Female,2,2,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,15947.0,Other Backward Class,validation,2737117,1.0806108132628365,1.1163868423226408
Coimbatore,31,Urban,35,Female,2,2,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,22013.0,Other Backward Class,holdout,1934511,0.7637428378019292,0.789028246409786
Coimbatore,31,Urban,36,Female,2,2,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,20273.0,Other Backward Class,holdout,942226,0.3719897995362965,0.3843053508104668
Coimbatore,31,Urban,39,Female,2,2,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,22553.0,Other Backward Class,holdout,942226,0.3719897995362965,0.3843053508104668
Coimbatore,31,Urban,43,Female,1,5,3,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6283.0,Other Backward Class,train,2276122,0.8986104888849961,0.9283609916277212
Coimbatore,31,Urban,34,Female,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,11753.0,Other Backward Class,holdout,2276122,0.8986104888849961,0.9283609916277212
Coimbatore,31,Urban,35,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,10800.0,5857.0,Other Backward Class,train,1787489,0.7056987121808729,0.7290624406616358
Coimbatore,31,Urban,38,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,19902.0,Other Backward Class,validation,4792327,1.892005484928649,1.9546445427460841
Coimbatore,31,Urban,25,Female,2,2,5,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,11280.0,25264.0,Other Backward Class,train,2979651,1.1763629725544884,1.2153090902265042
Coimbatore,31,Urban,44,Female,2,2,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,30000.0,52618.0,Others,holdout,5015417,1.980081174177887,2.045636173960153
Coimbatore,31,Urban,44,Female,3,3,4,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,6000.0,10643.0,Scheduled Caste,holdout,5015417,1.980081174177887,2.045636173960153
Coimbatore,31,Urban,37,Female,2,2,5,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,17720.0,Other Backward Class,train,3040460,1.2003702995864347,1.2401112333189614
Coimbatore,31,Urban,39,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,16500.0,17940.0,Other Backward Class,train,504827,0.19930515028295756,0.20590359142455794
Coimbatore,31,Urban,42,Female,2,2,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,21803.0,Other Backward Class,holdout,504827,0.19930515028295756,0.20590359142455794
Coimbatore,31,Urban,28,Female,2,1,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,34498.0,Other Backward Class,train,9512638,3.7555791314200166,3.8799159476845015
Coimbatore,31,Urban,41,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,10000.0,15938.0,Other Backward Class,train,167986,0.06632069000951396,0.06851638424459426
Coimbatore,31,Urban,31,Female,2,2,2,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,10500.0,16355.0,Other Backward Class,train,4881914,1.9273743350464108,1.9911843574646944
Coimbatore,31,Urban,33,Female,2,4,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,23342.0,Other Backward Class,train,730307,0.2883244089315664,0.2978700310056606
Coimbatore,31,Urban,32,Female,2,2,4,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,13627.0,Other Backward Class,train,730307,0.2883244089315664,0.2978700310056606
Coimbatore,31,Urban,42,Female,3,1,5,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,4500.0,15578.0,Other Backward Class,train,781090,0.30837348207309695,0.3185828733918906
Coimbatore,31,Urban,26,Female,2,2,6,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,10000.0,20413.0,Other Backward Class,train,781090,0.30837348207309695,0.3185828733918906
Coimbatore,31,Urban,25,Female,1,1,1,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,56200.0,7602.0,Other Backward Class,train,17711212,6.992367225511554,7.223865124650083
Coimbatore,31,Urban,43,Female,1,5,3,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,8460.0,Other Backward Class,train,3451701,1.3627277989030595,1.407843939455968
Coimbatore,31,Urban,43,Female,2,2,6,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16132.0,Other Backward Class,validation,942928,0.37226694837242974,0.3845916752764324
Coimbatore,31,Urban,27,Female,2,2,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,19013.0,Other Backward Class,train,5259871,2.076591347380331,2.145341531514521
Coimbatore,31,Urban,31,Female,2,2,2,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,9260.0,16233.0,Other Backward Class,holdout,3629062,1.4327497287113615,1.4801841012909156
Coimbatore,31,Urban,27,Female,2,2,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15458.0,Other Backward Class,validation,6659816,2.629288110059179,2.716336552178734
Coimbatore,31,Urban,32,Female,2,4,6,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,4000.0,25167.0,Other Backward Class,train,6659816,2.629288110059179,2.716336552178734
Coimbatore,31,Urban,31,Female,2,2,6,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,22150.0,Other Backward Class,holdout,4053947,1.6004938643815503,1.6534817803818185
Coimbatore,31,Urban,26,Female,1,5,3,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,18000.0,14827.0,Other Backward Class,train,4053947,1.6004938643815503,1.6534817803818185
Coimbatore,31,Urban,27,Female,1,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,35720.0,41120.0,Other Backward Class,train,1379468,0.5446124653604718,0.5626430746676626
Coimbatore,31,Urban,40,Female,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,12600.0,12510.0,Other Backward Class,validation,1379468,0.5446124653604718,0.5626430746676626
Coimbatore,31,Urban,37,Female,3,1,3,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,9800.0,8552.0,Scheduled Caste,train,2926966,1.1555629918825798,1.1938204798427434
Coimbatore,31,Urban,40,Female,2,4,5,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,17773.0,Other Backward Class,train,2097659,0.8281534906758126,0.8555713574829531
Coimbatore,31,Urban,3,Female,1,6,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5053.0,Other Backward Class,train,425593,0.1680236532997933,0.17358645077452647
Coimbatore,31,Urban,14,Female,1,5,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,30432.0,Other Backward Class,train,1636404,0.6460505185808859,0.667439460689528
Coimbatore,31,Urban,7,Female,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12387.0,Other Backward Class,train,3300246,1.3029335297056803,1.346070047728294
Coimbatore,31,Urban,4,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12387.0,Other Backward Class,train,3300246,1.3029335297056803,1.346070047728294
Coimbatore,31,Urban,1,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12387.0,Other Backward Class,train,3300246,1.3029335297056803,1.346070047728294
Coimbatore,31,Urban,0,Female,1,5,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8536.0,Other Backward Class,train,3300246,1.3029335297056803,1.346070047728294
Coimbatore,31,Urban,4,Female,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21952.0,Other Backward Class,validation,1069618,0.42228402251733066,0.43626467612142933
Coimbatore,31,Urban,8,Female,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,15370.0,Other Backward Class,train,380058,0.1500464848477603,0.15501410809967503
Coimbatore,31,Urban,4,Female,1,5,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19167.0,Other Backward Class,train,380058,0.1500464848477603,0.15501410809967503
Coimbatore,31,Urban,13,Female,1,1,1,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,1708.0,Other Backward Class,train,2996775,1.1831235091213625,1.2222934494219397
Coimbatore,31,Urban,8,Female,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,21043.0,Other Backward Class,train,4138404,1.6338373960814154,1.6879292240029877
Coimbatore,31,Urban,11,Female,1,5,5,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,12100.0,Scheduled Caste,validation,829307,0.3274095012067672,0.33824912235979027
Coimbatore,31,Urban,10,Female,1,5,5,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,14457.0,Scheduled Tribe,train,2927995,1.155969239962895,1.1942401776710607
Coimbatore,31,Urban,1,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,14457.0,Scheduled Tribe,train,2927995,1.155969239962895,1.1942401776710607
Coimbatore,31,Urban,5,Female,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12144.0,Other Backward Class,train,7022427,2.772446538291531,2.86423455919906
Coimbatore,31,Urban,3,Female,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12144.0,Other Backward Class,train,7022427,2.772446538291531,2.86423455919906
Coimbatore,31,Urban,10,Female,1,5,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,11753.0,Other Backward Class,train,2276122,0.8986104888849961,0.9283609916277212
Coimbatore,31,Urban,6,Female,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11753.0,Other Backward Class,train,2276122,0.8986104888849961,0.9283609916277212
Coimbatore,31,Urban,10,Female,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,5857.0,Other Backward Class,validation,1787489,0.7056987121808729,0.7290624406616358
Coimbatore,31,Urban,10,Female,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,19902.0,Other Backward Class,holdout,4792327,1.892005484928649,1.9546445427460841
Coimbatore,31,Urban,6,Female,1,5,5,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,25264.0,Other Backward Class,train,2979651,1.1763629725544884,1.2153090902265042
Coimbatore,31,Urban,5,Female,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,34498.0,Other Backward Class,train,9512638,3.7555791314200166,3.8799159476845015
Coimbatore,31,Urban,8,Female,1,6,6,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,23342.0,Other Backward Class,train,730307,0.2883244089315664,0.2978700310056606
Coimbatore,31,Urban,1,Female,1,6,6,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,29382.0,Other Backward Class,train,942928,0.37226694837242974,0.3845916752764324
Coimbatore,31,Urban,3,Female,1,5,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19013.0,Other Backward Class,holdout,5259871,2.076591347380331,2.145341531514521
Coimbatore,31,Urban,10,Female,1,5,6,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,22150.0,Other Backward Class,train,4053947,1.6004938643815503,1.6534817803818185
Coimbatore,31,Urban,12,Female,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,12510.0,Other Backward Class,train,1379468,0.5446124653604718,0.5626430746676626
Coimbatore,31,Urban,2,Female,1,5,3,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21133.0,Other Backward Class,validation,1514480,0.5979150560499608,0.6177103664040642
Coimbatore,31,Urban,6,Female,1,5,5,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16565.0,Other Backward Class,holdout,627217,0.2476245891068144,0.25582275294811285
Coimbatore,31,Urban,6,Female,1,5,5,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16565.0,Other Backward Class,train,627217,0.2476245891068144,0.25582275294811285
Coimbatore,31,Urban,60,Male,3,1,2,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10037.0,Other Backward Class,train,2708316,1.069240209802048,1.1254006987677327
Coimbatore,31,Urban,67,Male,3,1,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,7883.0,Other Backward Class,train,1965742,0.7760728026185635,0.8168350445062839
Coimbatore,31,Urban,73,Male,2,7,6,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,30432.0,Other Backward Class,holdout,1636404,0.6460505185808859,0.6799835045342986
Coimbatore,31,Urban,65,Male,2,1,2,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,7757.0,Other Backward Class,train,2327852,0.9190334365960682,0.9673045048760427
Coimbatore,31,Urban,60,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11658.0,Scheduled Caste,holdout,2737117,1.0806108132628365,1.1373685287865378
Coimbatore,31,Urban,62,Male,1,1,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,15517.0,Other Backward Class,train,1475579,0.5825569835792781,0.6131550519536836
Coimbatore,31,Urban,74,Male,2,1,3,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,6283.0,Other Backward Class,validation,2276122,0.8986104888849961,0.9458088676803629
Coimbatore,31,Urban,65,Male,2,7,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,18150.0,25264.0,Other Backward Class,train,2979651,1.1763629725544884,1.2381499490768337
Coimbatore,31,Urban,60,Male,3,7,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,8000.0,8602.0,Scheduled Caste,train,1948637,0.7693197672310149,0.8097273144805328
Coimbatore,31,Urban,69,Male,2,1,6,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,23342.0,Other Backward Class,holdout,730307,0.2883244089315664,0.30346828365484924
Coimbatore,31,Urban,69,Male,2,1,3,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,8460.0,Other Backward Class,train,3451701,1.3627277989030595,1.4343033520967576
Coimbatore,31,Urban,75,Male,2,1,3,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,10533.0,Other Backward Class,train,2324030,0.9175245151548983,0.9657163292456177
Coimbatore,31,Urban,75,Male,2,1,6,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,25167.0,Other Backward Class,validation,6659816,2.629288110059179,2.7673881408463883
Coimbatore,31,Urban,60,Male,2,1,3,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14827.0,Other Backward Class,train,4053947,1.6004938643815503,1.6845577792869644
Coimbatore,31,Urban,62,Male,3,7,3,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8552.0,Scheduled Caste,train,2926966,1.1555629918825798,1.2162574757411602
Coimbatore,31,Urban,65,Male,3,1,5,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,17773.0,Other Backward Class,validation,2097659,0.8281534906758126,0.8716512047990056
Coimbatore,31,Urban,74,Male,2,1,3,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,23784.0,Other Backward Class,train,14077091,5.557620209105038,5.849527177780201
Coimbatore,31,Urban,62,Male,2,1,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,15510.0,Other Backward Class,train,2777641,1.0966096443674853,1.1542076782494748
Coimbatore,31,Urban,75,Male,2,1,5,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,17459.0,Other Backward Class,train,739980,0.29214329880609186,0.30748775588747657
Coimbatore,31,Urban,75,Male,4,1,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,9530.0,9700.0,Other Backward Class,holdout,3927798,1.5506903764479716,1.6321384261727596
Coimbatore,31,Urban,62,Male,2,1,6,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,20367.0,Other Backward Class,train,931141,0.3676134535982096,0.3869218850574621
Coimbatore,31,Urban,64,Male,2,1,8,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16522.0,Other Backward Class,holdout,2121587,0.8376002390390551,0.8815941316657798
Coimbatore,31,Urban,60,Male,2,1,2,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,4288.0,Scheduled Caste,train,3489859,1.3777925357822223,1.4501593452170505
Coimbatore,31,Urban,72,Female,3,1,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19700.0,Other Backward Class,train,2708316,1.069240209802048,1.104639789695466
Coimbatore,31,Urban,64,Female,3,8,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,7883.0,Other Backward Class,holdout,1965742,0.7760728026185635,0.8017664221883801
Coimbatore,31,Urban,85,Female,3,7,5,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19186.0,Other Backward Class,validation,1636404,0.6460505185808859,0.667439460689528
